"","CrimeDate","CrimeTime","CrimeCode","Location","Description","Weapon","Post","District","Neighborhood","Location.1","Total.Incidents"
"362","10/26/2013",1833,"1F","2200 N FULTON AV","HOMICIDE","FIREARM",736,"WESTERN","Penn North","(39.31413, -76.64526)",1
"363","10/25/2013",1959,"1F","0 N BENTALOU ST","HOMICIDE","FIREARM",721,"WESTERN","Penrose/Fayette Street Outreach","(39.28832, -76.65285)",1
"364","10/24/2013",1815,"1F","1400 N LONGWOOD ST","HOMICIDE","FIREARM",814,"SOUTHWESTERN","Rosemont","(39.30352, -76.66725)",1
"365","10/23/2013",1512,"1K","4000 BELLE AV","HOMICIDE","KNIFE",624,"NORTHWESTERN","Dorchester","(39.33334, -76.68365)",1
"366","10/22/2013",1548,"1F","800 ABBOTT CT","HOMICIDE","FIREARM",315,"EASTERN","Oldtown","(39.30113, -76.60575)",1
"367","10/20/2013",1513,"1F","1800 W LAFAYETTE AV","HOMICIDE","FIREARM",724,"WESTERN","Sandtown-Winchester","(39.2988, -76.64643)",1
"368","10/20/2013",1953,"1K","4400 FAIRVIEW AV","HOMICIDE","KNIFE",622,"NORTHWESTERN","West Forest Park","(39.32128, -76.6914)",1
"369","10/19/2013",620,"1O","1600 MC CULLOH ST","HOMICIDE","OTHER",132,"CENTRAL","Upton","(39.30516, -76.63106)",1
"370","10/19/2013",2140,"1F","300 S FRANKLINTOWN RD","HOMICIDE","FIREARM",834,"SOUTHWESTERN","Shipley Hill","(39.28359, -76.65765)",1
"371","10/18/2013",1756,"1F","2000 ORLEANS ST","HOMICIDE","FIREARM",324,"EASTERN","CARE","(39.29537, -76.58926)",1
"372","10/17/2013",44,"1F","5500 REISTERSTOWN RD","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34825, -76.69112)",1
"373","10/15/2013",2308,"1F","3700 REISTERSTOWN RD","HOMICIDE","FIREARM",612,"NORTHWESTERN","Park Circle","(39.33027, -76.66134)",1
"374","10/14/2013",725,"1F","3600 BOWERS AV","HOMICIDE","FIREARM",626,"NORTHWESTERN","Grove Park","(39.33586, -76.70633)",1
"375","10/14/2013",2147,"1F","2600 E CHASE ST","HOMICIDE","FIREARM",333,"EASTERN","Biddle Street","(39.30378, -76.58098)",1
"376","10/11/2013",18,"1F","5500 GWYNN OAK AV","HOMICIDE","FIREARM",623,"NORTHWESTERN","Howard Park","(39.3285, -76.70798)",1
"377","09/30/2013",1756,"1K","3600 BENSON AV","HOMICIDE","KNIFE",832,"SOUTHWESTERN","Violetville","(39.26492, -76.67445)",1
"378","09/30/2013",1832,"1F","3000 TIVOLY AV","HOMICIDE","FIREARM",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32539, -76.59197)",1
"379","09/26/2013",1647,"1F","3900 PENHURST AV","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dolfield","(39.33866, -76.68143)",1
"380","09/24/2013",1329,"1F","2700 HUGO AV","HOMICIDE","FIREARM",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32317, -76.58905)",1
"381","09/24/2013",2321,"1F","1500 UPSHIRE RD","HOMICIDE","FIREARM",414,"NORTHEASTERN","Ednor Gardens-Lakeside","(39.33388, -76.5937)",1
"382","09/21/2013",212,"1F","5400 CRISMER AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34635, -76.68981)",1
"383","09/19/2013",1404,"1F","1700 N MILTON AV","HOMICIDE","FIREARM",331,"EASTERN","Broadway East","(39.31017, -76.58299)",1
"384","09/18/2013",2221,"1F","300 E NORTH AV","HOMICIDE","FIREARM",314,"EASTERN","Greenmount West","(39.31121, -76.61232)",1
"385","09/17/2013",1200,"1O","2500 S PACA ST","HOMICIDE","OTHER",923,"SOUTHERN","Mount Winans","(39.26305, -76.64531)",1
"386","09/14/2013",57,"1F","3700 BONVIEW AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31464, -76.56609)",1
"387","09/13/2013",145,"1F","2600 E MONUMENT ST","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.29893, -76.58078)",1
"388","09/10/2013",2217,"1F","600 DENISON ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Edgewood","(39.29453, -76.67419)",1
"389","09/09/2013",1634,"1F","6500 BRIGHTON AV","HOMICIDE","FIREARM",631,"NORTHWESTERN","Reisterstown Station","(39.35091, -76.70982)",1
"390","09/08/2013",50,"1F","1000 VALLEY ST","HOMICIDE","FIREARM",315,"EASTERN","Johnston Square","(39.30149, -76.60492)",1
"391","09/08/2013",1536,"1F","4700 DELAWARE AV","HOMICIDE","FIREARM",615,"NORTHWESTERN","Central Park Heights","(39.34509, -76.66959)",1
"392","09/06/2013",2020,"1F","3900 CHESTERFIELD AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31717, -76.56297)",1
"393","09/06/2013",45,"1F","1200 W NORTH AV","HOMICIDE","FIREARM",733,"WESTERN","Penn North","(39.31032, -76.63707)",1
"394","09/06/2013",2205,"1F","6800 MC CLEAN BLVD","HOMICIDE","FIREARM",424,"NORTHEASTERN","Hamilton Hills","(39.36934, -76.56711)",1
"395","09/04/2013",129,"1F","1100 E 25TH ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.31751, -76.59893)",1
"396","09/03/2013",228,"1F","2500 N EDGECOMBE CIR","HOMICIDE","FIREARM",534,"NORTHERN","Parklane","(39.34174, -76.66015)",1
"397","09/02/2013",1928,"1O","800 LENNOX ST","HOMICIDE","OTHER",134,"CENTRAL","Reservoir Hill","(39.31174, -76.63005)",1
"398","09/02/2013",834,"1O","1600 N BROADWAY","HOMICIDE","OTHER",321,"EASTERN","Oliver","(39.30868, -76.59507)",1
"399","09/01/2013",2321,"1F","1100 WHITELOCK ST","HOMICIDE","FIREARM",135,"CENTRAL","Reservoir Hill","(39.31254, -76.63786)",1
"400","08/29/2013",504,"1K","200 W LOMBARD ST","HOMICIDE","KNIFE",113,"CENTRAL","Downtown","(39.28767, -76.61793)",1
"401","08/29/2013",2218,"1F","1700 RUXTON AV","HOMICIDE","FIREARM",735,"WESTERN","Coppin Heights/Ash-Co-East","(39.30774, -76.65503)",1
"402","08/27/2013",17,"1O","1000 N DURHAM ST","HOMICIDE","OTHER",323,"EASTERN","Middle East","(39.30238, -76.59176)",1
"403","08/25/2013",1601,"1F","4000 NORFOLK AV","HOMICIDE","FIREARM",622,"NORTHWESTERN","Concerned Citizens Of Forest Park","(39.32403, -76.68541)",1
"404","08/24/2013",2115,"1F","1500 W FAYETTE ST","HOMICIDE","FIREARM",712,"WESTERN","Franklin Square","(39.28969, -76.64125)",1
"405","08/23/2013",2253,"1F","3100 BRENDAN AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.32278, -76.57036)",1
"406","08/20/2013",546,"1F","1200 S CAREY ST","HOMICIDE","FIREARM",921,"SOUTHERN","Washington Village/Pigtown","(39.28016, -76.63468)",1
"407","08/20/2013",546,"1F","1200 S CAREY ST","HOMICIDE","FIREARM",921,"SOUTHERN","Washington Village/Pigtown","(39.28016, -76.63468)",1
"408","08/17/2013",16,"1K","400 N MONTFORD AV","HOMICIDE","KNIFE",221,"SOUTHEASTERN","McElderry Park","(39.29595, -76.58357)",1
"409","08/13/2013",144,"1F","500 TUNBRIDGE RD","HOMICIDE","FIREARM",523,"NORTHERN","Mid-Govans","(39.35653, -76.60927)",1
"410","08/13/2013",2325,"1F","2000 BARCLAY ST","HOMICIDE","FIREARM",314,"EASTERN","Barclay","(39.31249, -76.61104)",1
"411","08/12/2013",146,"1F","1300 W BALTIMORE ST","HOMICIDE","FIREARM",712,"WESTERN","Franklin Square","(39.28859, -76.63826)",1
"412","08/12/2013",1002,"1O","2500 W BELVEDERE AV","HOMICIDE","OTHER",535,"NORTHERN","Levindale","(39.35292, -76.66687)",1
"413","08/03/2013",1628,"1F","2300 N ROSEDALE ST","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Walbrook","(39.31375, -76.66963)",1
"414","08/02/2013",331,"1F","1600 HARTSDALE RD","HOMICIDE","FIREARM",426,"NORTHEASTERN","Perring Loch","(39.35068, -76.58649)",1
"415","08/01/2013",2302,"1F","6400 HARFORD RD","HOMICIDE","FIREARM",424,"NORTHEASTERN","Westfield","(39.36087, -76.55411)",1
"416","07/31/2013",416,"1O","1900 N FOREST PARK AV","HOMICIDE","OTHER",821,"SOUTHWESTERN","Franklintown","(39.30753, -76.70912)",1
"417","07/30/2013",2306,"1O","3300 SINCLAIR LA","HOMICIDE","OTHER",413,"NORTHEASTERN","Belair-Edison","(39.31424, -76.57173)",1
"418","07/26/2013",139,"1F","2700 JEFFERSON ST","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.2969, -76.57852)",1
"419","07/26/2013",2052,"1K","0 N CALVERT ST","HOMICIDE","KNIFE",112,"CENTRAL","Downtown","(39.2897, -76.61226)",1
"420","07/26/2013",2101,"1F","2000 JUBILEE CT","HOMICIDE","FIREARM",424,"NORTHEASTERN","Hamilton Hills","(39.3674, -76.5723)",1
"421","07/22/2013",320,"1O","800 PARK AV","HOMICIDE","OTHER",143,"CENTRAL","Mid-Town Belvedere","(39.30031, -76.61854)",1
"422","07/22/2013",320,"1O","800 PARK AV","HOMICIDE","OTHER",143,"CENTRAL","Mid-Town Belvedere","(39.30031, -76.61854)",1
"423","07/22/2013",918,"1F","1700 N BOND ST","HOMICIDE","FIREARM",321,"EASTERN","Oliver","(39.30967, -76.59695)",1
"424","07/22/2013",1532,"1F","2500 E PRESTON ST","HOMICIDE","FIREARM",333,"EASTERN","Berea","(39.30586, -76.58266)",1
"425","07/19/2013",49,"1K","3000 Liberty Heights Av","HOMICIDE","KNIFE",625,"NORTHWESTERN","Ashburton","(39.32252, -76.66569)",1
"426","07/16/2013",2147,"1F","1600 PRESSTMAN ST","HOMICIDE","FIREARM",731,"WESTERN","Sandtown-Winchester","(39.3054, -76.64338)",1
"427","07/15/2013",2100,"1F","200 DIENER PL","HOMICIDE","FIREARM",824,"SOUTHWESTERN","Irvington","(39.2831, -76.68761)",1
"428","07/13/2013",2307,"1F","4600 GOUGH ST","HOMICIDE","FIREARM",231,"SOUTHEASTERN","Greektown","(39.28904, -76.55739)",1
"429","07/11/2013",2200,"1O","100 N KENWOOD AV","HOMICIDE","OTHER",222,"SOUTHEASTERN","Patterson Park Neighborhood","(39.29374, -76.57767)",1
"430","07/10/2013",1155,"1F","0 N FULTON AV","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.28875, -76.6452)",1
"431","07/10/2013",1155,"1F","0 N FULTON AV","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.28875, -76.6452)",1
"432","07/09/2013",225,"1F","1800 E LANVALE ST","HOMICIDE","FIREARM",321,"EASTERN","Broadway East","(39.30972, -76.59247)",1
"433","07/05/2013",151,"1F","700 E PRESTON ST","HOMICIDE","FIREARM",313,"EASTERN","Johnston Square","(39.30485, -76.6081)",1
"434","07/05/2013",151,"1F","700 E PRESTON ST","HOMICIDE","FIREARM",313,"EASTERN","Johnston Square","(39.30485, -76.6081)",1
"435","07/05/2013",1511,"1F","1000 PENNSYLVANIA AV","HOMICIDE","FIREARM",124,"CENTRAL","Upton","(39.29814, -76.62794)",1
"436","07/02/2013",1655,"1F","4200 PIMLICO RD","HOMICIDE","FIREARM",612,"NORTHWESTERN","Central Park Heights","(39.33826, -76.66334)",1
"437","06/29/2013",329,"1F","200 S HAVEN ST","HOMICIDE","FIREARM",224,"SOUTHEASTERN","Highlandtown","(39.29019, -76.56267)",1
"438","06/28/2013",520,"1F","900 BENNETT PL","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.29505, -76.6325)",1
"439","06/27/2013",112,"1F","2900 W NORTH AV","HOMICIDE","FIREARM",811,"SOUTHWESTERN","Northwest Community Action","(39.30905, -76.66605)",1
"440","06/27/2013",112,"1F","2900 W NORTH AV","HOMICIDE","FIREARM",811,"SOUTHWESTERN","Northwest Community Action","(39.30905, -76.66605)",1
"441","06/27/2013",2107,"1F","3300 ELMORA AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Four By Four","(39.31592, -76.57662)",1
"442","06/27/2013",2107,"1F","3300 ELMORA AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Four By Four","(39.31592, -76.57662)",1
"443","06/25/2013",2045,"1F","2900 GWYNNS FALLS PKWY","HOMICIDE","FIREARM",621,"NORTHWESTERN","Hanlon-Longwood","(39.31463, -76.66639)",1
"444","06/25/2013",2255,"1F","800 WHITMORE AV","HOMICIDE","FIREARM",725,"WESTERN","Evergreen Lawn","(39.29656, -76.658)",1
"445","06/23/2013",442,"1F","5200 ST CHARLES AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34457, -76.683)",1
"446","06/23/2013",2029,"1F","900 BENNETT PL","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.29505, -76.6325)",1
"447","06/22/2013",1133,"1F","5200 CUTHBERT AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Arlington","(39.34672, -76.68116)",1
"448","06/22/2013",127,"1F","700 N KENWOOD AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.29917, -76.57811)",1
"449","06/22/2013",2356,"1F","1400 PENNSYLVANIA AV","HOMICIDE","FIREARM",132,"CENTRAL","Upton","(39.30127, -76.63189)",1
"450","06/22/2013",2356,"1F","1400 PENNSYLVANIA AV","HOMICIDE","FIREARM",132,"CENTRAL","Upton","(39.30127, -76.63189)",1
"451","06/21/2013",1309,"1F","900 DUCATEL ST","HOMICIDE","FIREARM",134,"CENTRAL","Reservoir Hill","(39.31238, -76.63429)",1
"452","06/20/2013",1901,"1F","1600 MOUNTMOR CT","HOMICIDE","FIREARM",732,"WESTERN","Sandtown-Winchester","(39.30691, -76.64457)",1
"453","06/17/2013",2337,"1F","2600 GROGAN AV","HOMICIDE","FIREARM",333,"EASTERN","Berea","(39.30641, -76.58083)",1
"454","06/15/2013",1618,"1F","2300 RIGGS AV","HOMICIDE","FIREARM",725,"WESTERN","Bridgeview/Greenlawn","(39.30071, -76.65364)",1
"455","06/15/2013",2319,"1K","0 N ROSEDALE ST","HOMICIDE","KNIFE",814,"SOUTHWESTERN","Rosemont","(39.30463, -76.66905)",1
"456","06/11/2013",2202,"1F","100 N BOND ST","HOMICIDE","FIREARM",212,"SOUTHEASTERN","Washington Hill","(39.29274, -76.59588)",1
"457","06/10/2013",1001,"1O","1600 MOUNTMOR CT","HOMICIDE","OTHER",732,"WESTERN","Sandtown-Winchester","(39.30735, -76.64459)",1
"458","06/09/2013",230,"1K","3300 MANNASOTA AV","HOMICIDE","KNIFE",415,"NORTHEASTERN","Belair-Edison","(39.32045, -76.57095)",1
"459","06/06/2013",711,"1F","3000 HOMEWOOD AV","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32251, -76.60023)",1
"460","06/05/2013",12,"1F","3700 GLENMORE AV","HOMICIDE","FIREARM",425,"NORTHEASTERN","Rosemont East","(39.35356, -76.5424)",1
"461","06/04/2013",515,"1F","2100 PARK AV","HOMICIDE","FIREARM",134,"CENTRAL","Reservoir Hill","(39.31406, -76.62939)",1
"462","06/03/2013",2326,"1F","0 W 20TH ST","HOMICIDE","FIREARM",516,"NORTHERN","Charles North","(39.31223, -76.61707)",1
"463","06/01/2013",210,"1O","5500 YORK RD","HOMICIDE","OTHER",523,"NORTHERN","Mid-Govans","(39.35666, -76.60987)",1
"464","05/31/2013",1145,"1F","2700 ROUND RD","HOMICIDE","FIREARM",924,"SOUTHERN","Cherry Hill","(39.24827, -76.62842)",1
"465","05/31/2013",1338,"1F","2800 N DUKELAND ST","HOMICIDE","FIREARM",621,"NORTHWESTERN","Hanlon-Longwood","(39.31839, -76.665)",1
"466","05/30/2013",2203,"1F","3600 ST MARGARET ST","HOMICIDE","FIREARM",911,"SOUTHERN","Brooklyn","(39.2334, -76.5953)",1
"467","05/30/2013",2252,"1K","1500 CHARLOTTE AV","HOMICIDE","KNIFE",234,"SOUTHEASTERN","Broening Manor","(39.27538, -76.54048)",1
"468","05/28/2013",1431,"1O","300 BIRKWOOD PL","HOMICIDE","OTHER",526,"NORTHERN","Oakenshawe","(39.32967, -76.61177)",1
"469","05/25/2013",1930,"1F","4500 MARBLE HALL RD","HOMICIDE","FIREARM",421,"NORTHEASTERN","New Northwood","(39.34495, -76.59712)",1
"470","05/24/2013",1905,"1F","1200 CHERRY HILL RD","HOMICIDE","FIREARM",922,"SOUTHERN","Cherry Hill","(39.25103, -76.63163)",1
"471","05/24/2013",2019,"1O","900 DESOTO RD","HOMICIDE","OTHER",832,"SOUTHWESTERN","Wilhelm Park","(39.27466, -76.66799)",1
"472","05/22/2013",303,"1F","1600 CLIFTVIEW AV","HOMICIDE","FIREARM",312,"EASTERN","Darley Park","(39.31523, -76.59558)",1
"473","05/22/2013",2151,"1F","2800 ASHLAND AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.30116, -76.5781)",1
"474","05/20/2013",2013,"1F","3100 CLIFTMONT AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.31942, -76.57528)",1
"475","05/17/2013",2144,"1F","600 CHERRYCREST RD","HOMICIDE","FIREARM",924,"SOUTHERN","Cherry Hill","(39.24868, -76.62139)",1
"476","05/13/2013",1404,"1F","500 N DECKER AV","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Ellwood Park/Monument","(39.29729, -76.57442)",1
"477","05/11/2013",318,"1F","2500 CHELSEA TER","HOMICIDE","FIREARM",622,"NORTHWESTERN","Windsor Hills","(39.31634, -76.68154)",1
"478","05/08/2013",2048,"1F","2500 EUTAW PL","HOMICIDE","FIREARM",135,"CENTRAL","Reservoir Hill","(39.31509, -76.63845)",1
"479","05/08/2013",2334,"1F","4100 ETHLAND AV","HOMICIDE","FIREARM",623,"NORTHWESTERN","Forest Park Golf Course","(39.32368, -76.69055)",1
"480","05/07/2013",1537,"1F","1100 N PARRISH ST","HOMICIDE","FIREARM",715,"WESTERN","Sandtown-Winchester","(39.30163, -76.64236)",1
"481","05/07/2013",2254,"1F","200 E 22ND ST","HOMICIDE","FIREARM",516,"NORTHERN","Barclay","(39.31439, -76.61349)",1
"482","05/05/2013",1854,"1F","2900 E MONUMENT ST","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.2991, -76.57655)",1
"483","05/02/2013",39,"1F","600 COKESBURY AV","HOMICIDE","FIREARM",311,"EASTERN","East Baltimore Midway","(39.31665, -76.60832)",1
"484","04/30/2013",1728,"1F","1200 WALTERS AV","HOMICIDE","FIREARM",423,"NORTHEASTERN","Woodbourne Heights","(39.35963, -76.59432)",1
"485","04/29/2013",2220,"1K","100 N FREMONT AV","HOMICIDE","KNIFE",712,"WESTERN","Poppleton","(39.29068, -76.62988)",1
"486","04/28/2013",240,"1F","2800 ERDMAN AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.32333, -76.57641)",1
"487","04/25/2013",1538,"1F","3100 PELHAM AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.32366, -76.56928)",1
"488","04/25/2013",49,"1F","4000 RIDGECROFT RD","HOMICIDE","FIREARM",422,"NORTHEASTERN","Waltherson","(39.33728, -76.55763)",1
"489","04/20/2013",1011,"1K","0 E TRENTON ST","HOMICIDE","KNIFE",141,"CENTRAL","Charles North","(39.31036, -76.61638)",1
"490","04/19/2013",51,"1F","2700 JEFFERSON ST","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.29689, -76.5789)",1
"491","04/19/2013",408,"1F","400 PRESSTMAN ST","HOMICIDE","FIREARM",131,"CENTRAL","Druid Heights","(39.30862, -76.63388)",1
"492","04/18/2013",2354,"1F","1700 HOMESTEAD ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.31978, -76.59383)",1
"493","04/16/2013",1614,"1F","3800 CLIFTON AV","HOMICIDE","FIREARM",821,"SOUTHWESTERN","Fairmont","(39.31091, -76.68237)",1
"494","04/12/2013",1944,"1F","2700 KINSEY AV","HOMICIDE","FIREARM",816,"SOUTHWESTERN","Shipley Hill","(39.28786, -76.66037)",1
"495","04/10/2013",48,"1F","800 VINE ST","HOMICIDE","FIREARM",712,"WESTERN","Poppleton","(39.29061, -76.62986)",1
"496","04/09/2013",148,"1O","1600 CYPRESS ST","HOMICIDE","OTHER",911,"SOUTHERN","Curtis Bay","(39.22377, -76.58734)",1
"497","04/08/2013",153,"1F","300 S PAYSON ST","HOMICIDE","FIREARM",934,"SOUTHERN","Carrollton Ridge","(39.28333, -76.64844)",1
"498","04/08/2013",2016,"1K","4100 GROVELAND AV","HOMICIDE","KNIFE",624,"NORTHWESTERN","West Arlington","(39.34073, -76.68739)",1
"499","04/07/2013",218,"1K","400 E PRATT ST","HOMICIDE","KNIFE",111,"CENTRAL","Inner Harbor","(39.28663, -76.6098)",1
"500","04/05/2013",1558,"1F","3600 OLD YORK RD","HOMICIDE","FIREARM",525,"NORTHERN","Waverly","(39.33238, -76.60789)",1
"501","04/03/2013",112,"1F","2200 BARCLAY ST","HOMICIDE","FIREARM",311,"EASTERN","Barclay","(39.31467, -76.61118)",1
"502","04/01/2013",1227,"1O","5600 MIDWOOD AV","HOMICIDE","OTHER",523,"NORTHERN","Cameron Village","(39.3582, -76.60059)",1
"503","04/01/2013",2118,"1F","1900 N BENTALOU ST","HOMICIDE","FIREARM",735,"WESTERN","Mondawmin","(39.31028, -76.65411)",1
"504","03/31/2013",647,"1F","1600 E 29TH ST","HOMICIDE","FIREARM",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32464, -76.59273)",1
"505","03/29/2013",215,"1F","1300 E LANVALE ST","HOMICIDE","FIREARM",313,"EASTERN","Oliver","(39.30939, -76.60081)",1
"506","03/28/2013",359,"1F","1300 CARROLL ST","HOMICIDE","FIREARM",921,"SOUTHERN","Washington Village/Pigtown","(39.27912, -76.63524)",1
"507","03/19/2013",912,"1F","2200 N FULTON AV","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31419, -76.64529)",1
"508","03/19/2013",912,"1F","2200 N FULTON AV","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31419, -76.64529)",1
"509","03/19/2013",912,"1F","2200 N FULTON AV","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31419, -76.64529)",1
"510","03/19/2013",1838,"1F","300 WILSON ST","HOMICIDE","FIREARM",133,"CENTRAL","Madison Park","(39.30693, -76.63013)",1
"511","03/18/2013",941,"1F","2700 FOX ST","HOMICIDE","FIREARM",512,"NORTHERN","Remington","(39.32036, -76.62161)",1
"512","03/18/2013",1221,"1F","3000 WINDSOR AV","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Walbrook","(39.3123, -76.66801)",1
"513","03/17/2013",518,"1K","600 FALLSWAY","HOMICIDE","KNIFE",315,"EASTERN","Penn-Fallsway","(39.29719, -76.61031)",1
"514","03/17/2013",1117,"1F","1800 RUXTON AV","HOMICIDE","FIREARM",735,"WESTERN","Coppin Heights/Ash-Co-East","(39.30862, -76.65508)",1
"515","03/17/2013",2134,"1F","3700 MANCHESTER AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Central Park Heights","(39.34306, -76.67621)",1
"516","03/14/2013",1200,"1K","2600 WEGWORTH LA","HOMICIDE","KNIFE",923,"SOUTHERN","Lakeland","(39.25452, -76.6449)",1
"517","03/08/2013",607,"1K","600 S FULTON AV","HOMICIDE","KNIFE",935,"SOUTHERN","Carrollton Ridge","(39.28097, -76.64481)",1
"518","03/04/2013",26,"1F","2900 MOSHER ST","HOMICIDE","FIREARM",814,"SOUTHWESTERN","Franklintown Road","(39.2992, -76.66589)",1
"519","03/03/2013",1712,"1K","3100 MILFORD AV","HOMICIDE","KNIFE",623,"NORTHWESTERN","Howard Park","(39.32595, -76.70079)",1
"520","03/03/2013",1835,"1F","1900 WALBROOK AV","HOMICIDE","FIREARM",732,"WESTERN","Mondawmin","(39.3109, -76.64828)",1
"521","03/02/2013",2100,"1F","1800 PRESBURY ST","HOMICIDE","FIREARM",732,"WESTERN","Sandtown-Winchester","(39.30789, -76.64769)",1
"522","03/02/2013",452,"1F","1100 BARCLAY ST","HOMICIDE","FIREARM",313,"EASTERN","Johnston Square","(39.30265, -76.6104)",1
"523","03/02/2013",724,"1F","300 E 22 1/2 ST","HOMICIDE","FIREARM",311,"EASTERN","Barclay","(39.31444, -76.61226)",1
"524","02/24/2013",2250,"1F","1700 MONTPELIER ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.31975, -76.59508)",1
"525","02/24/2013",2250,"1F","1700 MONTPELIER ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.31975, -76.59508)",1
"526","02/22/2013",442,"1F","2000 N MONROE ST","HOMICIDE","FIREARM",732,"WESTERN","Mondawmin","(39.31123, -76.64828)",1
"527","02/22/2013",442,"1F","2000 N MONROE ST","HOMICIDE","FIREARM",732,"WESTERN","Mondawmin","(39.31123, -76.64828)",1
"528","02/21/2013",2015,"1F","500 N FREMONT AV","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.29448, -76.63196)",1
"529","02/19/2013",1809,"1F","3900 FRISBY ST","HOMICIDE","FIREARM",525,"NORTHERN","Pen Lucy","(39.33662, -76.60619)",1
"530","02/18/2013",2316,"1F","4300 ADELLE TER","HOMICIDE","FIREARM",824,"SOUTHWESTERN","Irvington","(39.28245, -76.68766)",1
"531","02/11/2013",1819,"1F","1100 N STRICKER ST","HOMICIDE","FIREARM",715,"WESTERN","Sandtown-Winchester","(39.30129, -76.64172)",1
"532","02/08/2013",1418,"1O","5700 HIGHGATE DR","HOMICIDE","OTHER",635,"NORTHWESTERN","Glen","(39.35552, -76.68139)",1
"533","02/05/2013",1414,"1K","0 N HOWARD ST","HOMICIDE","KNIFE",113,"CENTRAL","Downtown","(39.29006, -76.61944)",1
"534","02/04/2013",205,"1K","200 E FAYETTE ST","HOMICIDE","KNIFE",111,"CENTRAL","Downtown","(39.29043, -76.61207)",1
"535","02/03/2013",58,"1F","0 WHEELER AV","HOMICIDE","FIREARM",721,"WESTERN","Penrose/Fayette Street Outreach","(39.28828, -76.65433)",1
"536","02/03/2013",1859,"1F","","HOMICIDE","FIREARM",732,"WESTERN","","",1
"537","02/02/2013",414,"1F","3400 REISTERSTOWN RD","HOMICIDE","FIREARM",611,"NORTHWESTERN","Park Circle","(39.32687, -76.65872)",1
"538","02/01/2013",2011,"1F","100 N BENTALOU ST","HOMICIDE","FIREARM",721,"WESTERN","Penrose/Fayette Street Outreach","(39.28962, -76.65299)",1
"539","01/30/2013",1800,"1F","4600 LAUREL AV","HOMICIDE","FIREARM",534,"NORTHERN","Cylburn","(39.34461, -76.66552)",1
"540","01/29/2013",745,"1F","2600 SOUTHERN AV","HOMICIDE","FIREARM",426,"NORTHEASTERN","Lauraville","(39.34653, -76.57274)",1
"541","01/28/2013",1157,"1F","1500 STONEWOOD RD","HOMICIDE","FIREARM",426,"NORTHEASTERN","Stonewood-Pentwood-Winston","(39.34932, -76.59036)",1
"542","01/27/2013",2346,"1F","400 PARKSLEY AV","HOMICIDE","FIREARM",834,"SOUTHWESTERN","Gwynns Falls","(39.27978, -76.66566)",1
"543","01/22/2013",2125,"1F","600 N MILTON AV","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.29786, -76.58227)",1
